X.ZTIME,LON,LAT,WSR_ID,CELL_ID,RANGE,AZIMUTH,SEVPROB,PROB,MAXSIZE 
20150403222749,-90.81927,33.95408,KLZK,F2,89,126,90,100,2
20150403223031,-90.76634,33.94137,KNQA,T5,95,208,90,100,2
20150403223157,-90.7867,33.93414,KDGX,P1,107,338,90,100,2.25
20150403223207,-90.75211,33.94564,KLZK,F2,92,125,100,100,2.5
20150403223449,-90.73675,33.92881,KNQA,T5,95,207,100,100,2.5
20150403223542,-90.71221,33.90863,KGWX,B3,119,271,100,100,2.5
20150403223607,-90.7031,33.9256,KDGX,P1,105,340,100,100,2.5
20150403223609,-90.71964,33.92607,KLZK,F2,94,125,100,100,2.75
20150403223909,-90.66852,33.92014,KNQA,T5,94,205,90,100,2
20150403223950,-90.67215,33.90882,KGWX,B3,117,271,90,100,2
20150403224011,-90.65133,33.91974,KLZK,F2,97,124,100,100,2.25
20150403224018,-90.66195,33.92025,KDGX,P1,104,341,90,100,2
20150403224321,-90.60061,33.91366,KNQA,T5,93,203,100,100,2.25
20150403224355,-90.61207,33.90907,KGWX,B3,114,271,90,100,2.25
20150403224413,-90.59892,33.92441,KLZK,F2,99,123,100,100,2.25
20150403224428,-90.61496,33.89834,KDGX,P1,102,342,90,100,2.25
20150403224815,-90.56569,33.90576,KLZK,F2,101,123,90,100,1.75
20150403225218,-90.49583,33.90303,KLZK,F2,104,122,90,100,1.75
20150403225423,-90.49143,33.87803,KGWX,B3,108,270,90,100,2
20150403225620,-90.44547,33.87573,KLZK,F2,107,122,90,100,1.75
20150403225620,-91.43,33.46458,KLZK,H2,92,153,90,100,2
20150403225654,-90.44204,33.88296,KNQA,T5,92,198,90,100,1.75
20150403225932,-85.10512,35.93657,KMRX,L2,84,261,90,90,1.75
20150403230151,-85.08903,35.93913,KOHX,K3,74,104,90,90,1.75
20150403233400,-84.607,35.95374,KMRX,L2,60,258,90,90,2
20150403233719,-88.6504,34.39387,KNQA,J9,83,133,90,90,1.75
20150404001155,-91.22679,32.92872,KDGX,G1,74,302,90,90,2
20150406032812,-102.90655,30.01856,KMAF,D0,121,198,90,100,2.25
20150406033134,-102.91236,30.00263,KMAF,D0,122,198,90,100,2.25
20150406033456,-102.91236,30.00263,KMAF,D0,122,198,100,100,2.5
20150406033816,-102.86782,30.00817,KMAF,D0,121,197,100,100,2.5
20150406034137,-102.86233,30.02418,KMAF,D0,120,197,100,100,2.75
20150406034459,-102.82372,30.01444,KMAF,D0,120,196,100,100,3
20150406034820,-102.81854,30.03053,KMAF,D0,119,196,100,100,2.5
20150406035141,-102.77521,30.03761,KMAF,D0,118,195,100,100,2.5
20150406035517,-102.77521,30.03761,KMAF,D0,118,195,90,100,2.25
20150406221714,-101.65611,29.00886,KDFX,D0,74,258,90,100,2.5
20150406222051,-101.65611,29.00886,KDFX,D0,74,258,90,100,2.5
20150406222427,-101.63205,28.9918,KDFX,D0,73,257,100,100,2.5
20150407082053,-94.12134,39.69003,KMCI,L0,31,68,90,100,2
20150407082312,-94.13833,39.70405,KDMX,F0,123,189,90,100,2
20150407082345,-94.12573,39.69839,KMCI,L0,31,67,90,100,2
20150407082358,-94.10084,39.71042,KTWX,F0,108,66,90,100,2
20150407082652,-94.09581,39.72881,KMCI,L0,33,65,90,100,2
20150407082737,-94.08664,39.73199,KDMX,F0,121,188,100,100,2.25
20150407082744,-94.09707,39.74602,KTWX,F0,109,65,90,100,2
20150407082944,-94.0816,39.74471,KMCI,L0,34,64,90,100,2
20150407083129,-94.05747,39.7594,KTWX,F0,111,65,90,100,1.75
20150407083201,-94.08081,39.76506,KDMX,F0,119,188,100,100,2.25
20150407083513,-94.05495,39.79584,KTWX,F0,112,64,90,100,1.75
20150407083612,-94.03119,39.79381,KDMX,F0,117,187,90,100,1.75
20150407084932,-93.90523,39.7177,KDMX,L0,121,184,100,100,2.25
20150407085014,-93.92485,39.73042,KTWX,U0,116,67,100,100,2.25
20150407085341,-93.90028,39.75737,KMCI,H2,42,68,90,100,1.75
20150407085352,-93.90377,39.73435,KDMX,L0,120,184,100,100,2.25
20150407085401,-95.03409,37.52154,KTWX,N0,105,147,90,100,1.75
20150407085401,-93.90475,39.73654,KTWX,U0,117,67,90,100,2
20150407085746,-93.86455,39.74878,KTWX,U0,119,67,90,100,2
20150407085812,-93.85642,39.76561,KDMX,L0,118,183,100,100,2.25
20150407093243,-94.67281,37.33406,KTWX,J0,124,143,90,100,1.75
20150407095908,-92.51892,39.02314,KSGF,U3,115,21,100,100,2.25
20150407100348,-92.42257,39.02803,KSGF,U3,117,23,100,100,2.5
20150407100512,-92.42646,39.02504,KLSX,W5,84,284,90,100,2.5
20150407100749,-92.38356,39.02715,KEAX,Q0,89,81,90,100,3
20150407100841,-92.41401,39.04332,KSGF,U3,118,23,100,100,2.5
20150407101334,-92.36491,39.04445,KSGF,U3,119,24,100,100,2.25
20150407101842,-92.32471,39.02973,KSGF,U3,119,25,90,100,2
20150407102334,-92.27526,39.02936,KSGF,U3,120,26,100,100,2.5
20150407102842,-92.23067,39.01522,KEAX,Q0,96,82,90,100,2.75
20150407102848,-92.23543,39.01339,KSGF,U3,120,27,100,100,2.25
20150407103047,-92.21162,39.00853,KLSX,W5,74,285,90,100,2.75
20150407103216,-92.18819,39.01912,KEAX,Q0,98,82,90,100,3
20150407103401,-92.19599,38.99686,KSGF,U3,120,28,100,100,3.25
20150407103526,-92.17013,39.00043,KLSX,W5,72,285,90,100,2.75
20150407103551,-92.16695,39.02107,KEAX,Q0,99,82,100,100,3
20150407103908,-92.14633,38.99428,KSGF,U3,121,29,100,100,3.25
20150407103926,-92.14169,38.99406,KEAX,Q0,100,83,100,100,3.25
20150407103951,-92.14939,38.99637,KLSX,W5,71,285,100,100,3
20150407104301,-92.12042,38.99571,KEAX,Q0,101,83,100,100,3.25
20150407104422,-92.10736,38.97651,KSGF,U3,121,30,100,100,3.25
20150407104431,-92.10792,38.98824,KLSX,W5,69,285,100,100,3.25
20150407104636,-92.09914,38.99735,KEAX,Q0,102,83,100,100,3.5
20150407104923,-92.06646,38.9801,KLSX,W5,67,285,100,100,3.75
20150407104935,-92.09642,38.99085,KSGF,U3,122,30,100,100,3.5
20150407105010,-92.07443,38.96913,KEAX,Q0,103,84,100,100,4
20150407105346,-92.03182,38.97181,KEAX,Q0,105,84,100,100,4
20150407105401,-92.025,38.97195,KLSX,W5,65,285,100,100,4
20150407105443,-92.01911,38.95339,KSGF,U3,122,32,100,100,4
20150407105721,-91.98921,38.97448,KEAX,Q0,107,84,100,100,3.75
20150407105838,-91.9776,38.98152,KLSX,W5,63,286,90,100,2.75
20150407105950,-91.99594,38.98143,KSGF,U3,124,32,100,100,3.25
20150407110043,-91.9679,38.97581,KEAX,Q0,108,84,90,100,3
20150407110328,-91.96284,38.95969,KLSX,W5,62,285,90,100,2.75
20150407110417,-91.94372,38.94548,KEAX,Q0,109,85,100,100,3
20150407110457,-91.95732,38.96157,KSGF,U3,124,33,100,100,3
20150407110739,-91.9224,38.94651,KEAX,Q0,110,85,90,100,2.75
20150407111445,-91.87756,38.916,KEAX,Q0,112,86,90,100,2.75
20150407111744,-91.84355,38.91924,KLSX,W5,56,284,100,100,3.5
20150407111824,-91.83488,38.91745,KEAX,Q0,114,86,100,100,3.5
20150407112204,-91.81354,38.91816,KEAX,Q0,115,86,100,100,4
20150407112234,-91.80644,38.89624,KLSX,W5,54,283,100,100,3.75
20150407112544,-91.79073,38.88513,KEAX,Q0,116,87,100,100,4
20150407112732,-91.76472,38.88913,KLSX,W5,52,283,100,100,4
20150407112923,-91.76939,38.88555,KEAX,Q0,117,87,100,100,4
20150407113222,-91.72301,38.882,KLSX,W5,50,283,100,100,3.5
20150407113322,-91.72601,38.85174,KEAX,Q0,119,88,100,100,4
20150407113707,-91.68333,38.85197,KEAX,Q0,121,88,100,100,3.5
20150407113730,-91.68131,38.87486,KLSX,W5,48,283,100,100,3.5
20150407114057,-91.66199,38.85208,KEAX,Q0,122,88,100,100,3.25
20150407114220,-91.66046,38.87128,KLSX,W5,47,283,100,100,3.25
20150407114446,-91.64066,38.85219,KEAX,Q0,123,88,100,100,4
20150407114741,-91.59793,38.86053,KLSX,W5,44,283,90,100,2.75
20150407115246,-91.55625,38.85334,KLSX,W5,42,283,100,100,3.25
20150407115741,-91.51124,38.85749,KLSX,W5,40,284,100,100,3
20150407115806,-91.48951,38.85541,KSTL,C0,47,274,90,100,2.25
20150407121604,-91.38434,38.82602,KSTL,F0,42,272,90,100,2
20150407121703,-91.38677,38.83409,KLSX,W5,34,284,90,100,2.75
20150407121706,-91.39227,38.82979,KILX,P2,124,231,100,100,2.75
20150407122155,-91.36603,38.83018,KLSX,W5,33,284,90,100,2.75
20150407122155,-91.44715,38.74884,KLSX,L3,36,275,90,100,2.75
20150407122312,-91.34609,38.81347,KILX,P2,123,230,100,100,2.75
20150407122447,-91.44551,38.74872,KSTL,C0,45,266,90,100,2
20150407122645,-91.32457,38.82234,KLSX,W5,31,284,100,100,3
20150407122917,-91.34609,38.81347,KILX,P2,123,230,100,100,2.75
20150407123133,-91.30111,38.82689,KLSX,W5,30,285,90,100,3
20150407123133,-91.36219,38.74355,KLSX,L3,32,275,100,100,3.25
20150407123522,-91.26827,38.82042,KILX,P2,120,229,100,100,2.25
20150407123623,-91.2918,38.78142,KLSX,W5,29,280,100,100,3.25
20150407123645,-91.33462,38.72062,KSTL,C0,40,263,90,100,2.25
20150407123645,-91.29781,38.76903,KSTL,F0,38,267,90,100,2.25
20150407124114,-91.22705,38.78049,KLSX,W5,26,281,90,100,2.75
20150407124127,-91.19135,38.82903,KILX,P2,117,228,90,100,1.75
20150407124127,-91.25292,38.73459,KILX,W2,123,227,100,100,2.5
20150407124245,-91.21336,38.78296,KSTL,F0,34,268,100,100,2.5
20150407124603,-91.27902,38.68933,KLSX,F4,28,269,90,100,2.75
20150407124603,-91.18343,38.78117,KLSX,W5,24,282,100,100,3.25
20150407124733,-91.22239,38.75787,KILX,W2,121,227,100,100,2.75
20150407124844,-91.16934,38.76578,KSTL,F0,32,266,90,100,2.25
20150407125052,-91.13995,38.78066,KLSX,W5,22,283,90,100,3
20150407125052,-91.25741,38.68187,KLSX,F4,27,268,100,100,3.75
20150407125338,-91.11565,38.79199,KILX,W2,116,226,100,100,2.75
20150407125443,-91.23556,38.66753,KSTL,V0,36,257,100,100,2.25
20150407125443,-91.06376,38.78002,KSTL,H1,27,267,90,100,2.25
20150407125443,-91.1234,38.74229,KSTL,F0,30,263,100,100,2.5
20150407125542,-91.07422,38.78037,KLSX,W5,19,285,90,100,2.75
20150407125542,-91.21301,38.66145,KLSX,F4,25,265,100,100,3.75
20150407125943,-91.05526,38.79242,KILX,W2,114,225,100,100,2.25
20150407130032,-91.19182,38.663,KLSX,F4,24,265,100,100,4
20150407130043,-91.03888,38.75085,KSTL,H1,26,263,90,100,2
20150407130043,-91.09728,38.71942,KSTL,F0,29,260,90,100,2.25
20150407130043,-91.18786,38.65612,KSTL,V0,34,255,90,100,2.25
20150407130522,-91.1289,38.67371,KLSX,F4,21,266,100,100,3
20150407130548,-91.02445,38.76961,KILX,W2,114,224,90,100,1.75
20150407130548,-91.15482,38.65955,KILX,X2,123,224,100,100,3.25
20150407130642,-91.08804,38.68644,KSTL,F0,29,256,90,100,2.25
20150407130642,-91.14012,38.64712,KSTL,V0,32,253,100,100,2.5
20150407131013,-91.12549,38.64941,KLSX,F4,21,262,90,100,2.75
20150407131153,-91.12107,38.63542,KILX,X2,123,223,100,100,2.75
20150407131241,-91.12434,38.61198,KSTL,U1,32,249,90,100,2
20150407131503,-91.0811,38.64329,KLSX,F4,19,260,90,100,2.5
20150407131756,-91.10687,38.64785,KILX,X2,122,223,90,100,2
20150407131841,-90.97761,38.68693,KSTL,F0,24,253,90,100,2.25
20150407131841,-91.06091,38.62239,KSTL,U1,29,248,90,100,2.25
20150407131952,-91.06017,38.64625,KLSX,F4,18,260,100,100,3.25
20150407132401,-91.02478,38.61415,KILX,X2,121,221,100,100,2.75
20150407132440,-90.9822,38.64774,KSTL,U1,25,248,100,100,2.5
20150407132443,-91.01326,38.63397,KLSX,F4,16,256,100,100,3.5
20150407132933,-90.99264,38.63806,KLSX,F4,15,256,90,100,2.75
20150407133005,-91.01113,38.62694,KILX,X2,120,221,100,100,2.75
20150407133039,-90.96692,38.62121,KSTL,J2,25,244,100,100,2.25
20150407133423,-90.94446,38.62811,KLSX,F4,13,251,90,100,2.5
20150407133610,-90.95001,38.6307,KILX,X2,118,220,100,100,2.25
20150407133704,-90.88711,38.64529,KSTL,J2,21,243,90,100,2.25
20150407133704,-90.9126,38.6124,KSTL,W2,23,240,90,100,2.25
20150407134214,-90.8554,38.61505,KILX,X2,116,218,100,100,2.5
20150407134819,-90.82082,38.59494,KILX,X2,116,217,100,100,2.5
20150407135425,-90.7614,38.60261,KILX,X2,114,216,100,100,2.75
20150407140030,-90.73695,38.62992,KILX,X2,112,216,100,100,2.5
20150407140633,-90.70275,38.61139,KILX,X2,112,215,100,100,2.5
20150407141237,-90.65653,38.6073,KILX,X2,111,214,100,100,2.5
20150407141842,-90.62186,38.58985,KILX,X2,111,213,100,100,3
20150407142446,-90.57582,38.58715,KILX,X2,110,212,100,100,2.75
20150407142734,-90.96961,38.38825,KLSX,R6,23,216,90,100,2.5
20150407143044,-90.53555,38.59269,KPAH,J1,124,318,100,100,3.25
20150407143050,-90.53005,38.5852,KILX,X2,109,211,100,100,2.25
20150407143440,-90.52104,38.5805,KPAH,J1,123,318,100,100,2.5
20150407143836,-90.47319,38.59233,KPAH,J1,122,319,100,100,2.25
20150407144206,-90.93408,38.36986,KLSX,R6,23,211,90,100,2.75
20150407144656,-90.88741,38.36897,KLSX,R6,22,206,100,100,3.25
20150407144856,-90.87801,38.36709,KSTL,D9,32,215,90,100,2
20150407151608,-90.54099,38.39952,KPAH,S3,116,314,90,100,1.75
20150407152005,-90.48095,38.40089,KPAH,S3,114,315,90,100,2
20150407152046,-91.001,38.24628,KLSX,Q9,31,209,90,100,2.75
20150407152401,-90.46569,38.3893,KPAH,S3,113,315,90,100,2
20150407153651,-90.61673,38.33174,KSTL,Q4,29,192,90,100,1.75
20150407174436,-90.76156,37.96084,KPAH,A7,109,300,90,100,1.75
20150407174858,-90.72463,37.94475,KPAH,A7,107,300,90,100,1.75
20150407193632,-87.3909,38.15329,KVWX,G4,17,112,90,100,1.75
20150407193912,-87.38241,38.15719,KPAH,M1,93,45,90,100,2
20150407194006,-87.35286,38.16488,KOHX,M1,121,342,100,100,2
20150407194104,-87.35567,38.17092,KIND,Z1,105,209,90,100,2
20150407194154,-87.30194,38.15098,KVWX,G4,21,108,90,100,1.75
20150407194348,-87.31248,38.17182,KPAH,M1,96,46,90,100,1.75
20150407194515,-87.30409,38.15982,KOHX,M1,120,343,90,100,2
20150407194548,-87.27751,38.15778,KIND,Z1,104,207,90,100,1.75
20150407194724,-87.2137,38.15095,KVWX,G4,25,105,100,100,2
20150407194838,-87.23316,38.15227,KPAH,M1,98,48,90,100,1.75
20150407195024,-87.2024,38.1313,KOHX,M1,117,345,100,100,2
20150407195046,-87.19951,38.14701,KIND,Z1,103,205,90,100,1.75
20150407195539,-87.10912,38.11571,KOHX,M1,115,347,90,100,1.75
20150407195542,-86.84292,38.34223,KIND,Q4,86,198,90,100,1.75
20150407195802,-86.79863,38.34581,KVWX,Q9,44,83,100,100,2.25
20150407200052,-86.77628,38.34393,KIND,Q4,85,196,90,100,1.75
20150407200331,-86.96248,38.11868,KVWX,G4,37,103,90,100,1.75
20150407200556,-86.93953,38.12543,KOHX,M1,114,351,90,100,2
20150407200607,-86.96754,38.12859,KIND,Z1,100,199,90,100,1.75
20150407201634,-86.68959,38.30943,KIND,Q4,86,193,90,100,1.75
20150407202124,-86.65308,38.2817,KOHX,M0,122,358,100,100,2.25
20150407202148,-86.66285,38.28778,KIND,Q4,87,192,100,100,2.5
20150407202156,-86.66324,38.10746,KVWX,G4,51,100,90,100,1.75
20150407202156,-86.64508,38.24019,KVWX,Q9,51,91,100,100,2.75
20150407202633,-86.60767,38.26596,KOHX,M0,121,359,90,100,2
20150407202659,-86.59611,38.29475,KIND,Q4,86,190,100,100,2.5
20150407202717,-86.58142,38.28588,KVWX,Q9,54,88,100,100,2.25
20150407203142,-86.563,38.26628,KOHX,M0,121,360,90,100,2
20150407203219,-86.568,38.27421,KIND,Q4,87,189,100,100,2
20150407203246,-86.53881,38.27032,KVWX,Q9,56,89,90,100,2
20150407203543,-86.48866,38.22839,KSDF,E5,43,285,90,100,1.75
20150407203543,-86.48156,38.17647,KSDF,V3,42,281,90,100,2
20150407203618,-86.51833,38.26596,KOHX,M0,121,1,90,100,2
20150407203732,-86.50434,38.2673,KIND,Q4,87,187,100,100,2
20150407203815,-122.41658,39.67866,KBBX,P2,38,287,90,100,1
20150407204056,-86.43019,38.24677,KOHX,M0,120,3,90,100,1.75
20150407204143,-86.39904,38.23358,KSDF,E5,39,287,90,100,2
20150407204228,-122.41658,39.67866,KBBX,P2,38,287,100,100,1.25
20150407204251,-86.44043,38.26211,KIND,Q4,87,185,90,100,1.75
20150407204640,-122.53058,39.95886,KBBX,O2,50,304,90,90,0.75
20150407204640,-122.41658,39.67866,KBBX,P2,38,287,100,100,1.25
20150407205052,-121.61233,38.61207,KBBX,E3,53,179,90,90,1
20150407205052,-122.51249,39.94967,KBBX,O2,49,304,100,100,1
20150407211814,-120.79615,37.76406,KBBX,Y3,111,159,90,100,0.75
20150407211814,-122.43299,39.69425,KBBX,P2,39,288,100,100,1
20150407212254,-122.45799,39.68812,KBBX,P2,40,287,90,100,1
20150407212711,-85.02915,38.26788,KJKL,L1,91,297,90,100,1.75
20150407212747,-122.46214,39.67693,KBBX,P2,40,286,100,100,1.25
20150407212953,-85.01754,38.27986,KIND,P6,104,145,90,100,1.75
20150407213001,-122.46,39.66712,KBHX,A0,98,120,90,100,1
20150407213241,-122.46214,39.67693,KBBX,P2,40,286,100,100,1.5
20150407213458,-122.46,39.66712,KBHX,A0,98,120,100,100,1
20150407213736,-122.46214,39.67693,KBBX,P2,40,286,100,100,1.25
20150407213954,-122.46,39.66712,KBHX,A0,98,120,100,100,1
20150407214231,-122.46214,39.67693,KBBX,P2,40,286,100,100,1.25
20150407214450,-122.46,39.66712,KBHX,A0,98,120,90,100,0.75
20150407214725,-122.46603,39.66568,KBBX,P2,40,285,100,100,1.25
20150407215219,-122.48694,39.66985,KBBX,P2,41,285,100,100,1
20150407215829,-84.71535,37.74339,KLVX,A2,60,103,90,100,2.75
20150407215847,-84.7247,37.72712,KILN,M1,110,203,100,100,2.25
20150407215959,-84.68646,37.73628,KJKL,I1,66,278,100,100,3
20150407220336,-84.67962,37.73068,KILN,M1,109,202,100,100,3
20150407220358,-84.67452,37.73545,KLVX,A2,62,103,100,100,2.75
20150407220423,-84.66561,37.73419,KJKL,I1,65,278,100,100,3.5
20150407220425,-84.64892,37.74667,KMRX,M4,112,328,90,100,2
20150407220827,-84.64231,37.71932,KILN,M1,109,201,100,100,3
20150407220926,-84.60782,37.74193,KLVX,A2,65,102,100,100,3
20150407220945,-84.62621,37.71859,KMRX,M4,110,328,100,100,2.75
20150407221059,-84.60307,37.72793,KJKL,I1,62,278,100,100,3.25
20150407221317,-84.59776,37.7242,KILN,M1,108,200,100,100,3.25
20150407221524,-84.56138,37.72373,KJKL,I1,60,278,90,100,2
20150407222001,-84.51682,37.73625,KJKL,I1,58,279,100,100,2
20150407222426,-84.49886,37.71741,KJKL,I1,57,278,90,100,1.75
20150407222748,-84.47889,37.71097,KILN,M1,107,197,90,100,1.75
20150407223306,-81.65199,34.81055,KCAE,A1,58,333,100,100,2.75
20150407223401,-81.64018,34.80589,KGSP,H4,29,99,100,100,3.75
20150407223800,-81.61578,34.78823,KCAE,A1,56,334,100,100,2.75
20150407223820,-81.62202,34.79457,KGSP,H4,30,100,90,100,2.75
20150407225741,-81.50538,34.73777,KCAE,A1,51,338,100,100,2
20150407225952,-81.49391,34.73142,KGSP,H4,37,104,90,100,2.75
20150407230238,-81.47403,34.71214,KCAE,A1,49,339,100,100,3
20150407230410,-81.45829,34.71213,KGSP,H4,39,105,100,100,3
20150407230733,-81.45088,34.70152,KCAE,A1,48,340,100,100,2.75
20150407231852,-120.22556,37.01808,KHNX,D4,51,326,90,90,1
20150407232218,-81.36404,34.65481,KCAE,A1,44,344,90,100,2
20150407232417,-120.19873,37.01241,KHNX,D4,50,327,90,90,0.75
20150407232715,-81.319,34.66452,KCAE,A1,44,347,100,100,2
20150408000637,-81.52653,34.58213,KCAE,J2,43,332,100,100,2.75
20150408001056,-81.50712,34.56745,KGSP,U6,40,118,100,100,3
20150408001133,-81.50388,34.57311,KCAE,J2,42,333,100,100,2.25
20150408001629,-81.48175,34.56363,KCAE,J2,41,334,100,100,2.5
20150408001837,-120.4489,37.72214,KBBX,B8,120,152,100,100,1
20150408001932,-81.46469,34.56237,KGSP,U6,42,117,90,100,2.5
20150408001944,-120.43758,37.7369,KMUX,A0,78,63,90,100,1.25
20150408002125,-81.44734,34.55857,KCAE,J2,40,336,100,100,2.25
20150408002620,-81.4265,34.54791,KCAE,J2,39,337,100,100,2.5
20150408002809,-81.41096,34.53929,KGSP,U6,45,117,100,100,3
20150408003437,-101.99161,29.18334,KDFX,D1,90,267,90,100,2.25
20150408015344,-95.6237,37.50386,KTWX,D0,94,162,90,100,1.75
20150408020623,-95.58436,37.49655,KTWX,D0,95,161,90,100,2.25
20150408020822,-94.65622,38.21942,KSGF,G0,84,315,90,100,2
20150408021036,-94.63632,38.22992,KTWX,H0,88,121,90,100,2
20150408021036,-95.55155,37.5056,KTWX,D0,95,160,90,100,2
20150408021233,-94.63439,38.23679,KSGF,G0,84,316,90,100,2.25
20150408021436,-94.61839,38.22107,KTWX,H0,89,121,100,100,2.25
20150408021645,-94.6195,38.22494,KSGF,G0,83,316,90,100,2
20150408021848,-94.60046,38.21223,KTWX,H0,90,121,100,100,2.5
20150408022002,-94.57807,38.22607,KEAX,G0,38,203,90,100,2.75
20150408022111,-94.58292,38.22975,KSGF,G0,82,317,100,100,2.25
20150408022248,-94.56496,38.22596,KTWX,H0,91,120,90,100,2.25
20150408022523,-94.58292,38.22975,KSGF,G0,82,317,100,100,2.5
20150408022700,-95.05742,37.92082,KTWX,G0,85,139,90,100,2
20150408022700,-94.56496,38.22596,KTWX,H0,91,120,100,100,2.25
20150408022900,-95.04753,37.94628,KINX,D0,109,13,100,100,2.5
20150408022949,-94.54651,38.23383,KSGF,G0,81,318,100,100,2.25
20150408022949,-95.00308,37.92797,KSGF,E0,87,299,100,100,2.5
20150408023055,-94.97547,37.94037,KEAX,F0,62,213,90,100,2.75
20150408023112,-95.6044,37.544,KTWX,O0,92,161,100,100,2.25
20150408023112,-94.54788,38.24878,KTWX,H0,91,119,100,100,2.25
20150408023112,-94.99626,37.9411,KTWX,G0,86,137,100,100,2.5
20150408023231,-94.98702,37.93651,KICT,H0,118,81,90,100,2.75
20150408023309,-95.00862,37.9387,KINX,D0,109,14,100,100,2.75
20150408023416,-95.62893,37.52702,KSGF,N0,108,280,90,100,2
20150408023416,-94.96938,37.94213,KSGF,E0,86,300,90,100,2.25
20150408023511,-95.6044,37.544,KTWX,O0,92,161,90,100,2
20150408023511,-94.98211,37.92875,KTWX,G0,87,137,90,100,2
20150408023719,-95.62322,37.52585,KINX,J0,81,358,90,100,2
20150408023842,-95.60821,37.52451,KSGF,N0,107,280,100,100,2.5
20150408023842,-94.51028,38.23721,KSGF,G0,80,319,100,100,2.5
20150408023910,-94.51126,38.23206,KTWX,H0,93,119,100,100,2.25
20150408023910,-95.56559,37.53704,KTWX,O0,93,160,100,100,2.5
20150408024130,-95.564,37.54337,KINX,J0,82,360,90,100,2
20150408024308,-94.48804,38.25254,KSGF,G0,80,320,90,100,2
20150408024308,-95.5875,37.52199,KSGF,N0,106,280,100,100,2.25
20150408024309,-95.56559,37.53704,KTWX,O0,93,160,90,100,2
20150408024309,-94.4943,38.25561,KTWX,H0,93,118,90,100,2
20150408024540,-95.564,37.52669,KINX,J0,81,0,90,100,2
20150408024714,-94.4943,38.25561,KTWX,H0,93,118,90,100,2
20150408024714,-95.56559,37.53704,KTWX,O0,93,160,100,100,2.25
20150408024734,-95.5875,37.52199,KSGF,N0,106,280,90,100,2.25
20150408025213,-95.56679,37.51947,KSGF,N0,105,280,90,100,2
20150408025520,-95.55155,37.5056,KTWX,O0,95,160,90,100,2.25
20150408025639,-95.59301,37.49144,KSGF,N0,106,279,90,100,2.25
20150408030332,-95.54454,37.48987,KTWX,O0,96,160,90,100,2
20150408031452,-95.64612,37.42481,KINX,S0,75,357,90,100,2
20150408031520,-95.60201,37.43013,KSGF,W0,106,277,100,100,2.25
20150408031543,-95.53052,37.45842,KTWX,O0,98,160,100,100,2.5
20150408031948,-95.62658,37.41583,KTWX,Z0,99,163,90,100,2.25
20150408032019,-95.64719,37.40209,KSGF,Y0,108,276,90,100,2
20150408032313,-95.61876,37.42578,KINX,S0,75,358,90,100,2
20150408032400,-95.62658,37.41583,KTWX,Z0,99,163,90,100,2.25
20150408032531,-95.64366,37.43341,KSGF,Y0,108,277,90,100,2.25
20150408032813,-95.59204,37.42432,KTWX,Z0,99,162,90,100,2
20150408033058,-95.64366,37.43341,KSGF,Y0,108,277,90,100,2
20150408033218,-95.62658,37.41583,KTWX,Z0,99,163,90,100,2
20150408033605,-95.64366,37.43341,KSGF,Y0,108,277,90,100,2
20150408033630,-95.59204,37.42432,KTWX,Z0,99,162,100,100,2.25
20150408040104,-95.53105,37.36998,KTWX,Z0,103,161,90,100,2
20150408040517,-95.56677,37.36067,KTWX,Z0,103,162,90,100,2
20150408040936,-95.53105,37.36998,KTWX,Z0,103,161,90,100,2
20150408043331,-95.48155,37.34831,KTWX,Z0,105,160,90,100,2
20150408043354,-91.74832,40.93912,KILX,D0,120,294,90,100,1.75
20150408043413,-91.74283,40.91529,KDMX,W5,102,118,90,100,2
20150408044509,-91.64655,40.90962,KDMX,W5,106,117,90,100,2
20150408044847,-91.60788,40.89376,KDMX,W5,108,117,100,100,2.5
20150408045040,-91.62642,40.90086,KILX,D0,114,294,90,100,1.75
20150408045224,-91.56897,40.91385,KDMX,W5,109,116,100,100,2
20150408045547,-91.52995,40.89848,KDMX,W5,111,116,90,100,2
20150408045926,-91.49096,40.91984,KDMX,W5,112,115,100,100,2.25
20150408050001,-80.96197,33.62384,KCAE,F7,21,158,90,100,1.75
20150408050151,-91.49147,40.92701,KILX,D0,109,296,90,100,2
20150408050249,-91.45161,40.90496,KDMX,W5,114,115,100,100,2
20150408050611,-91.41258,40.92759,KDMX,W5,115,114,90,100,1.75
20150408053318,-91.81027,41.07067,KDMX,B6,95,114,90,100,1.75
20150408053641,-91.77042,41.05642,KDMX,B6,97,114,100,100,2
20150408054005,-91.73059,41.04217,KDMX,B6,99,114,90,100,1.75
20150408055706,-91.53742,41.04169,KDMX,B6,107,112,90,100,1.5
20150408060037,-91.49701,41.0284,KDMX,B6,109,112,90,100,1.75
20150408060400,-91.46029,41.05123,KDMX,B6,110,111,90,100,1.75
20150408061046,-91.60286,41.09582,KDMX,A8,103,111,90,100,1.5
20150408061409,-91.56753,41.11754,KDMX,A8,104,110,90,100,1.75
20150408073039,-89.66951,41.14899,KMKX,Z8,120,205,90,100,1.5
20150408092252,-89.58619,40.53943,KILX,W5,26,334,90,100,2
20150408100845,-95.36519,37.64101,KTWX,V2,91,153,90,100,1.75
20150408101023,-88.92537,40.17688,KILX,D7,19,85,90,100,1.75
20150408101326,-95.31602,37.68011,KTWX,V2,90,151,90,100,2
20150408101744,-95.29799,37.70969,KSGF,O4,95,288,90,100,2
