X.ZTIME,LON,LAT,WSR_ID,CELL_ID,RANGE,AZIMUTH,SEVPROB,PROB,MAXSIZE 
20150511004126,-96.96382,31.88229,KDYX,L3,123,108,90,100,2.25
20150511004244,-95.11595,34.99844,KSRX,R5,41,245,100,100,2.5
20150511004335,-95.12755,34.96984,KTLX,T3,108,101,100,100,2.5
20150511004625,-95.11247,35.03123,KINX,G3,72,162,90,100,2
20150511004743,-95.09072,35.03346,KSRX,R5,39,247,90,100,2.25
20150511004855,-94.84901,41.79214,KOAX,P2,74,67,100,100,2.25
20150511004856,-95.09266,35.02859,KTLX,T3,109,99,100,100,2.5
20150511005242,-95.06345,35.06665,KSRX,R5,37,249,90,100,2
20150511005317,-94.81899,41.82506,KOAX,P2,76,66,100,100,2.25
20150511005423,-95.06607,35.05719,KTLX,T3,110,98,90,100,2
20150511005512,-96.676,32.09097,KFWS,M4,43,132,90,100,2.25
20150511005719,-94.80259,41.87955,KOAX,P2,78,64,90,100,1.75
20150511010911,-94.79233,42.04267,KOAX,P2,83,58,100,100,1.75
20150511011024,-96.7361,31.95325,KFWS,D4,47,142,100,100,2.5
20150511011136,-94.80117,42.08436,KFSD,Y5,124,136,100,100,1.75
20150511011312,-94.7891,42.10179,KOAX,P2,85,56,100,100,2.75
20150511011336,-94.76965,42.1063,KDMX,R4,52,296,100,100,2
20150511011528,-96.47337,32.09403,KFWS,L6,51,124,100,100,2.75
20150511011528,-96.68596,31.96654,KFWS,D4,48,139,100,100,3.5
20150511011613,-94.79675,42.13318,KFSD,Y5,122,135,100,100,2.25
20150511011714,-94.7895,42.16192,KOAX,P2,87,54,100,100,2.75
20150511011732,-94.90943,35.24949,KSRX,R5,27,265,90,90,2
20150511011852,-94.77142,42.17638,KDMX,R4,54,300,100,100,2.5
20150511012033,-96.64946,31.99471,KFWS,D4,48,136,90,100,2.25
20150511012033,-96.43588,32.14419,KFWS,L6,51,120,100,100,3
20150511012107,-94.76092,42.2064,KFSD,Y5,120,133,100,100,2.25
20150511012114,-94.77295,42.20212,KOAX,P2,89,53,100,100,3.25
20150511012421,-94.76499,42.24838,KDMX,R4,56,304,90,100,2
20150511012512,-94.75779,42.243,KOAX,P2,91,52,100,100,3
20150511012536,-96.39296,32.14063,KFWS,L6,53,119,100,100,2.5
20150511012555,-94.76098,42.25448,KFSD,Y5,118,132,100,100,2.25
20150511012909,-94.74405,42.28452,KOAX,P2,93,51,100,100,2.25
20150511013032,-94.73237,42.32726,KFSD,Y5,116,130,90,100,1.25
20150511013041,-96.36739,32.18154,KFWS,L6,53,116,100,100,2.75
20150511013306,-94.75543,42.34803,KOAX,P2,95,49,100,100,2
20150511013542,-94.73683,42.37439,KFSD,Y5,114,129,100,100,1.75
20150511013702,-94.74563,42.39092,KOAX,P2,97,48,100,100,2
20150511014006,-94.74292,42.421,KFSD,Y5,112,128,90,100,1.25
20150511014101,-94.72061,42.4455,KOAX,P2,100,47,100,100,2
20150511014459,-94.71413,42.48969,KOAX,P2,102,46,100,100,2
20150511014855,-94.70923,42.53438,KOAX,P2,104,45,100,100,2.25
20150511014909,-94.71624,42.52783,KFSD,Y5,109,125,100,100,1.5
20150511015252,-94.70592,42.57954,KOAX,P2,106,44,90,100,1.75
20150511015333,-94.68515,42.58896,KFSD,Y5,108,123,90,100,1.25
20150511015601,-96.38753,32.0237,KFWS,T1,57,125,90,100,2.25
20150511020105,-96.33827,32.05604,KFWS,T1,58,122,100,100,2.5
20150511020608,-96.28371,32.06789,KFWS,T1,60,120,100,100,3
20150511021112,-96.23638,32.10601,KFWS,T1,61,117,100,100,2.75
20150511021522,-96.21745,32.07183,KSHV,G4,123,260,90,100,2.5
20150511022009,-96.17176,32.13525,KGRK,S8,105,36,90,100,2.25
20150511022026,-96.16739,32.11598,KSHV,G4,120,261,100,100,3
20150511022529,-96.11621,32.15849,KSHV,G4,117,262,90,100,2.5
20150511022811,-96.09292,32.1722,KFWS,T1,66,111,100,100,3.25
20150511022913,-96.09514,32.16968,KGRK,S8,109,37,90,100,2.25
20150511023033,-96.09683,32.16116,KSHV,G4,116,262,90,100,2.5
20150511023334,-96.03996,32.19695,KFWS,T1,68,109,90,100,2.25
20150511032941,-96.6485,31.90609,KFWS,W8,52,140,90,100,2
20150511052438,-95.29657,32.31758,KFWS,A5,103,98,90,100,2
20150511071010,-95.19156,31.93537,KFWS,J7,114,109,90,100,2
20150511081532,-101.29475,30.01011,KDFX,J0,69,310,90,100,2.25
20150511082307,-100.65454,30.02528,KSJT,E4,81,186,90,100,2
20150511085349,-101.11078,29.96595,KSJT,X1,90,201,90,100,2
20150511090227,-101.05404,29.94826,KSJT,X1,90,199,90,100,2
20150511090632,-101.02543,29.94006,KSJT,X1,90,198,90,100,2
20150511090637,-101.02633,29.94389,KDFX,J0,56,316,90,100,2.25
20150511091052,-100.99113,29.94829,KSJT,X1,89,197,90,100,2
20150511094115,-100.23879,29.79922,KSJT,E4,95,172,90,100,2
20150511094328,-100.21591,29.80464,KDFX,G0,32,6,100,100,2.75
20150511094514,-100.20442,29.78674,KSJT,E4,96,171,100,100,2.75
20150511094702,-100.19081,29.78517,KEWX,T3,113,273,100,100,2.75
20150511094855,-100.18711,29.78447,KDFX,G0,31,9,100,100,3.25
20150511094913,-100.17276,29.79128,KSJT,E4,96,170,100,100,3.5
20150511095115,-100.17167,29.78461,KEWX,T3,112,273,100,100,2.75
20150511095312,-100.17276,29.79128,KSJT,E4,96,170,100,100,3.5
20150511095516,-100.15252,29.78404,KEWX,T3,111,273,90,100,2.25
20150511095713,-100.1376,29.77989,KSJT,E4,97,169,90,100,2.25
20150511095952,-100.11634,29.77072,KDFX,G0,31,16,100,100,2.5
20150511100126,-100.1019,29.76908,KSJT,E4,98,168,90,100,2
20150511100525,-100.0699,29.77516,KSJT,E4,98,167,90,100,2
20150511101325,-100.06143,29.74256,KSJT,E4,100,167,100,100,2.25
20150511111937,-95.079,30.82515,KHGX,E0,81,0,90,100,2.5
20150511112257,-95.05515,30.81879,KLCH,J4,104,294,90,100,3.5
20150511112350,-95.0513,30.84164,KHGX,E0,82,1,90,100,2.5
20150511112619,-95.05322,30.83417,KSHV,F6,115,213,90,100,2
20150511112625,-95.04399,30.80673,KGRK,L8,121,87,90,100,2.25
20150511112631,-95.05415,30.82205,KPOE,H3,109,260,90,100,3
20150511112752,-95.02341,30.83976,KLCH,J4,103,295,100,100,4
20150511112822,-95.02429,30.82431,KHGX,E0,81,2,100,100,3.25
20150511113144,-95.01015,30.83074,KSHV,F6,114,212,90,100,2.25
20150511113144,-95.02629,30.84279,KGRK,L8,122,86,100,100,2.75
20150511113301,-95.02341,30.83976,KLCH,J4,103,295,90,100,3.5
20150511113307,-95.0236,30.84101,KHGX,E0,82,2,90,100,2.25
20150511113750,-94.9949,30.85663,KHGX,E0,83,3,90,100,2
20150511130049,-102.1495,29.97209,KMAF,N0,118,179,90,100,2
20150511130411,-102.11001,29.97297,KMAF,N0,118,178,90,100,2
20150511130733,-102.11001,29.97297,KMAF,N0,118,178,90,100,2
20150511132410,-100.86059,29.65379,KDFX,M5,38,307,100,100,2.75
20150511132706,-100.87511,29.64856,KSJT,A2,105,191,90,100,2.25
20150511132916,-100.86059,29.65379,KDFX,M5,38,307,90,100,2
20150511155138,-100.7269,30.67076,KMAF,I2,107,135,100,100,2.25
20150511155457,-100.74038,30.68273,KMAF,I2,106,135,90,90,2
20150511175220,-90.61361,31.4145,KDGX,T4,61,212,90,100,2.25
20150511175734,-84.70273,41.20833,KIWX,H0,46,101,90,100,1.75
20150511182011,-90.61389,31.26095,KDGX,Q6,69,208,90,90,2
20150511183013,-90.39606,31.52256,KDGX,T4,50,205,90,90,2
20150511191759,-101.13603,27.8391,KDFX,Q4,97,208,100,100,2.5
20150511192225,-101.13603,27.8391,KDFX,Q4,97,208,90,100,2.25
20150511192225,-101.26604,27.74982,KDFX,X4,105,210,100,100,2.75
20150511194545,-101.24492,27.72027,KDFX,X4,106,209,90,100,2.25
20150511194814,-120.71447,41.93273,KMAX,C0,90,95,90,100,1
20150511195955,-120.66336,41.98234,KMAX,C0,92,93,90,100,1
20150511200040,-101.63437,28.33,KDFX,Z3,91,232,100,100,2.5
20150511200548,-101.63437,28.33,KDFX,Z3,91,232,100,100,3.75
20150511201057,-101.63437,28.33,KDFX,Z3,91,232,100,100,2.5
20150511201604,-101.45277,27.98223,KDFX,M6,99,219,90,100,2.25
20150511201726,-120.56785,42.08882,KMAX,C0,96,89,90,100,1
20150511202112,-101.46447,27.96913,KDFX,M6,100,219,100,100,3
20150511202250,-120.5231,42.11707,KMAX,C0,98,88,90,100,1
20150511202620,-101.46447,27.96913,KDFX,M6,100,219,100,100,3
20150511203127,-101.43856,27.9512,KDFX,M6,100,218,100,100,3.25
20150511203635,-101.43856,27.9512,KDFX,M6,100,218,100,100,3
20150511204142,-101.43856,27.9512,KDFX,M6,100,218,90,100,2.25
20150511204855,-120.39285,42.20863,KMAX,C0,104,85,100,100,1
20150511205157,-100.95708,29.1772,KDFX,B7,36,261,100,100,2.75
20150511210718,-101.06429,27.62478,KDFX,W8,107,203,100,100,3.5
20150511211231,-101.06429,27.62478,KDFX,W8,107,203,100,100,3.25
20150511212040,-83.167,38.8692,KILN,R3,45,137,100,100,2.5
20150511212246,-101.0715,27.60934,KDFX,W8,108,203,90,100,2.25
20150511212753,-101.08592,27.57848,KDFX,W8,110,203,90,100,2.25
20150511213307,-101.08592,27.57848,KDFX,W8,110,203,100,100,3
20150511213820,-101.05257,27.5664,KDFX,W8,110,202,100,100,3.75
20150511214334,-101.05257,27.5664,KDFX,W8,110,202,100,100,3.75
20150511214744,-98.70475,27.43286,KCRP,F4,67,252,100,100,2.75
20150511221455,-98.65146,27.4488,KCRP,F4,64,252,90,100,2.25
20150511221508,-100.92273,27.50729,KDFX,W8,111,198,90,100,2.25
20150511221508,-100.79856,29.10629,KDFX,N2,29,250,100,100,2.5
20150511222021,-100.77038,29.08932,KDFX,N2,28,247,100,100,3.25
20150511222046,-79.31177,37.63964,KFCX,I6,59,51,90,100,2.25
20150511222445,-79.31511,37.62946,KAKQ,S6,117,290,90,100,2.25
20150511222535,-100.74929,29.08871,KDFX,N2,27,246,100,100,3.25
20150511222713,-79.28183,37.63622,KFCX,I6,60,52,90,100,2
20150511223055,-100.72458,29.08185,KDFX,N2,26,244,90,100,2.25
20150511223105,-98.06606,28.76897,KEWX,X5,56,182,90,100,2
20150511223117,-98.07923,28.76547,KCRP,G4,66,333,90,100,2.5
20150511223445,-98.07006,28.73884,KGRK,D6,124,197,100,100,2.5
20150511223623,-100.69182,29.06353,KDFX,N2,25,240,100,100,2.75
20150511223644,-98.07055,28.75061,KCRP,G4,65,333,90,100,2.25
20150511223845,-98.06463,28.75486,KGRK,D6,123,197,90,100,2
20150511224246,-98.07006,28.73884,KGRK,D6,124,197,90,100,2.25
20150511224605,-98.04819,28.73513,KEWX,X5,58,181,100,100,2.5
20150511224651,-98.04566,28.72669,KDFX,I4,122,105,100,100,2.5
20150511224659,-98.03067,28.72877,KGRK,D6,124,196,100,100,2.5
20150511224738,-98.03457,28.72917,KCRP,G4,63,334,100,100,2.75
20150511225118,-98.04819,28.73513,KEWX,X5,58,181,100,100,2.75
20150511225214,-98.04566,28.72669,KDFX,I4,122,105,100,100,2.75
20150511225214,-100.66267,28.92393,KDFX,G6,29,224,100,100,3
20150511225733,-100.64856,28.91244,KDFX,G6,29,222,100,100,3
20150511230247,-100.64134,28.90686,KDFX,G6,29,221,100,100,2.75
20150511230801,-100.61467,28.90904,KDFX,G6,28,219,100,100,3
20150511230851,-79.20852,37.56674,KAKQ,S6,111,289,90,100,2
20150511231329,-100.57723,28.92576,KDFX,G6,26,217,100,100,2.5
20150511231856,-100.57029,28.92127,KDFX,G6,26,216,100,100,3
20150511232409,-100.56326,28.91688,KDFX,G6,26,215,100,100,3.5
20150511232937,-100.54556,28.92647,KDFX,G6,25,214,100,100,3.5
20150511233314,-98.44109,27.28167,KCRP,V2,58,239,90,100,2.5
20150511233505,-100.52456,28.91476,KDFX,G6,25,211,100,100,3.25
20150511233817,-98.41734,27.28634,KBRO,P0,98,327,90,100,2.5
20150511233840,-98.42513,27.29039,KCRP,V2,57,239,100,100,3.25
20150511234032,-100.51179,28.88927,KDFX,G6,26,208,90,100,2.25
20150511234232,-98.41734,27.28634,KBRO,P0,98,327,100,100,2.75
20150511234406,-98.39949,27.28523,KCRP,V2,56,238,100,100,4
20150511234600,-100.50413,28.88578,KDFX,G6,26,207,90,100,2.25
20150511234634,-98.41734,27.28634,KBRO,P0,98,327,100,100,3.25
20150511234933,-98.40916,27.2991,KCRP,V2,56,239,100,100,4
20150511235036,-98.39048,27.30189,KBRO,P0,98,328,100,100,3.25
20150511235439,-98.39048,27.30189,KBRO,P0,98,328,90,100,2.5
20150511235456,-80.24855,35.29275,KRAX,F8,89,256,100,100,2.5
20150511235459,-98.39319,27.30781,KCRP,V2,55,239,90,100,2.5
20150511235606,-80.27788,35.29972,KCAE,Z0,91,27,100,100,2.5
20150511235654,-100.49554,28.90068,KDFX,G6,25,207,90,100,2.25
20150512000003,-80.22889,35.29708,KRAX,F8,88,256,100,100,2.5
20150512000115,-80.23962,35.30196,KCAE,Z0,92,28,90,100,2
20150512000435,-100.48812,28.89744,KDFX,G6,25,206,90,100,2.5
20150512001002,-100.47309,28.8913,KDFX,G6,25,204,100,100,2.5
20150512001530,-100.45074,28.90112,KDFX,G6,24,202,90,100,2.25
20150512001742,-98.53356,24.60751,KBRO,L6,99,218,90,100,2.25
20150512002036,-100.43588,28.89613,KDFX,G6,24,200,90,100,2.25
20150512002131,-98.53356,24.60751,KBRO,L6,99,218,100,100,3
20150512002533,-98.53356,24.60751,KBRO,L6,99,218,90,100,2.75
20150512002544,-100.42838,28.8938,KDFX,G6,24,199,90,100,2
20150512004705,-100.37826,28.89856,KDFX,G6,23,193,90,100,2.25
20150512172448,-91.06172,29.53714,KMSY,B0,45,230,90,100,2.25
20150512194526,-90.613,29.60979,KMSY,T0,27,204,90,100,2.25
20150512204658,-92.77473,29.77775,KLCH,R2,31,132,90,100,3
20150512205003,-92.75216,29.76525,KPOE,E2,84,172,90,100,2.5
20150512210408,-77.73641,36.48836,KAKQ,F0,46,230,90,100,2
20150512210539,-77.71397,36.46473,KRAX,A0,61,38,90,100,2
20150512211023,-77.65318,36.46753,KRAX,A0,63,40,90,100,2.25
20150512211055,-77.68296,36.47194,KMHX,E0,109,339,90,100,2.25
20150512211229,-92.72477,29.77716,KLCH,R2,33,129,100,100,4
20150512211340,-77.62527,36.46624,KAKQ,F0,43,224,90,100,2.25
20150512212819,-77.38644,36.77812,KAKQ,H0,22,236,90,100,2.25
20150512212854,-77.39139,36.79104,KRAX,J0,86,38,90,100,2
20150512213131,-77.41075,36.79948,KMHX,G0,124,348,90,100,2
20150512213311,-77.348,36.7921,KAKQ,H0,20,235,90,100,2.25
20150512213339,-77.37844,36.80407,KRAX,J0,87,38,100,100,2.75
20150512220409,-81.703,22.75757,KBYX,L0,110,180,90,100,2.25
20150512220753,-81.703,22.75757,KBYX,L0,110,180,100,100,2.75
20150512221138,-81.703,22.75757,KBYX,L0,110,180,90,100,2.25
20150512221741,-82.52668,28.09044,KTBW,N9,24,344,90,100,2.25
20150512222307,-82.5431,28.06831,KTBW,N9,23,341,90,100,2.25
20150512222419,-90.87938,29.84491,KMSY,O2,27,247,90,100,2.25
20150512222711,-90.87938,29.84491,KMSY,O2,27,247,90,100,2.25
20150513015356,-115.5386,43.97414,KCBX,B4,42,46,90,90,1.5
20150513192600,-101.90738,30.7991,KMAF,G0,70,168,90,100,1.75
20150513193424,-102.05601,30.62845,KMAF,Z0,79,175,90,100,2
20150513193849,-101.82847,30.78091,KMAF,G0,72,165,90,100,2
20150513193849,-102.0295,30.63063,KMAF,Z0,79,174,100,100,2.5
20150513194100,-102.03117,30.62546,KDFX,M7,122,312,90,100,2
20150513194313,-102.0295,30.63063,KMAF,Z0,79,174,100,100,2.5
20150513194614,-102.03117,30.62546,KDFX,M7,122,312,90,100,2
20150513194739,-102.00303,30.6332,KMAF,Z0,79,173,100,100,2.25
20150513195152,-101.74666,30.76676,KMAF,G0,74,162,100,100,2.5
20150513195619,-101.89778,30.64741,KMAF,D2,79,169,90,100,1.75
20150513200508,-101.99375,30.56685,KMAF,Z0,83,173,90,100,1.75
20150513201105,-101.46736,29.12124,KDFX,M1,63,262,90,100,2
20150513201105,-101.81146,28.31539,KDFX,Z0,99,235,100,100,2.25
20150513201546,-101.44169,29.08808,KDFX,M1,62,260,100,100,2.75
20150513202025,-101.4191,29.07369,KDFX,M1,61,259,100,100,2.75
20150513202518,-101.37774,29.06355,KDFX,M1,59,258,100,100,2.5
20150513203012,-101.35917,29.06717,KDFX,M1,58,258,100,100,2.5
20150513203505,-101.33634,29.0546,KDFX,M1,57,257,100,100,3
20150513203951,-101.31335,29.04266,KDFX,M1,56,256,100,100,2.75
20150513204237,-102.00169,30.39796,KMAF,R1,93,174,90,100,2
20150513204438,-102.01919,30.3979,KDFX,R1,113,307,90,100,2
20150513204438,-101.30854,29.02689,KDFX,M1,56,255,100,100,2.75
20150513204620,-102.00169,30.39796,KMAF,R1,93,174,100,100,3
20150513204806,-102.00459,30.40968,KSJT,C8,97,234,100,100,2.5
20150513204924,-102.00363,30.38804,KDFX,R1,112,307,100,100,2.25
20150513204924,-101.30854,29.02689,KDFX,M1,56,255,100,100,2.5
20150513205006,-102.00169,30.39796,KMAF,R1,93,174,100,100,3
20150513205328,-101.9696,30.39741,KSJT,C8,96,233,100,100,2.25
20150513205349,-101.97061,30.40098,KMAF,R1,93,173,100,100,2.75
20150513205410,-101.98114,30.41424,KDFX,R1,112,308,90,100,2.25
20150513205410,-101.28519,29.01594,KDFX,M1,55,254,100,100,2.5
20150513205734,-101.97061,30.40098,KMAF,R1,93,173,100,100,2.25
20150513205849,-101.95436,30.40764,KSJT,C8,95,233,90,100,1.75
20150513210119,-101.9396,30.40446,KMAF,R1,93,172,100,100,2
20150513210411,-101.91955,30.39634,KSJT,C8,94,232,90,100,2
20150513210503,-101.90569,30.39189,KMAF,R1,94,171,100,100,2.5
20150513210836,-101.90272,30.37538,KMAF,R1,95,171,100,100,2
20150513211208,-101.86792,30.36341,KMAF,R1,96,170,90,100,2
20150513211526,-101.86792,30.36341,KMAF,R1,96,170,90,100,2
20150513211843,-101.83256,30.35202,KMAF,R1,97,169,100,100,2.5
20150513211905,-101.17847,28.95079,KDFX,M1,51,248,90,100,2.25
20150513211905,-101.82184,30.34707,KDFX,R1,103,309,90,100,2.25
20150513212001,-101.80879,30.33593,KSJT,C8,92,228,100,100,2.5
20150513212202,-101.79665,30.3412,KMAF,R1,98,168,100,100,3.5
20150513212412,-101.75542,30.33877,KDFX,R1,100,310,100,100,2.75
20150513212515,-101.75977,30.33944,KSJT,C8,90,227,100,100,2.5
20150513212519,-101.76021,30.33099,KMAF,R1,99,167,100,100,3.25
20150513212836,-101.72325,30.32138,KMAF,R1,100,166,100,100,2.75
20150513212920,-101.72561,30.31762,KDFX,R1,98,310,90,100,2.25
20150513212920,-101.11648,28.91151,KDFX,M1,49,244,100,100,2.5
20150513213029,-101.70379,30.31404,KSJT,C8,89,225,90,100,2
20150513213154,-101.68578,30.3124,KMAF,R1,101,165,100,100,2.5
20150513213434,-101.66048,30.30714,KDFX,R1,95,311,90,100,2
20150513213434,-101.10913,28.89877,KDFX,M1,49,243,90,100,2.25
20150513213511,-101.07654,30.61382,KMAF,T2,98,144,90,100,1.75
20150513213511,-101.64782,30.30405,KMAF,R1,102,164,100,100,2.75
20150513213828,-101.64261,30.28796,KMAF,R1,103,164,100,100,2.25
20150513213942,-101.63113,30.28552,KDFX,R1,93,311,90,100,2.25
20150513213942,-101.09368,28.87363,KDFX,M1,49,241,100,100,2.5
20150513214046,-101.61261,30.28613,KSJT,C8,87,222,90,100,2
20150513214145,-101.60386,30.28034,KMAF,R1,104,163,100,100,2.5
20150513214457,-101.08559,28.86125,KDFX,M1,49,240,90,100,2
20150513214457,-101.60179,30.26389,KDFX,R1,91,311,100,100,2.5
20150513214504,-101.59833,30.26433,KMAF,R1,105,163,100,100,2.5
20150513214554,-101.59053,30.26951,KSJT,C8,87,221,100,100,2.25
20150513214822,-101.59281,30.24832,KMAF,R1,106,163,100,100,2.5
20150513215013,-101.07726,28.84898,KDFX,M1,49,239,90,100,2.25
20150513215013,-101.58712,30.25307,KDFX,R1,90,311,90,100,2.25
20150513215103,-101.56812,30.25323,KSJT,C8,87,220,90,100,2
20150513215142,-101.59281,30.24832,KMAF,R1,106,163,100,100,2.75
20150513215459,-101.55297,30.24153,KMAF,R1,107,162,100,100,3
20150513215521,-101.05082,28.81299,KDFX,M1,49,236,90,100,2.25
20150513215521,-101.57246,30.24225,KDFX,R1,89,311,100,100,2.5
20150513215612,-101.55736,30.2242,KSJT,C8,88,219,100,100,2.25
20150513215816,-101.54713,30.22561,KMAF,R1,108,162,100,100,3
20150513220028,-101.04155,28.80127,KDFX,M1,49,235,100,100,3
20150513220028,-101.57675,30.21174,KDFX,R1,88,310,100,100,3.25
20150513220120,-101.55736,30.2242,KSJT,C8,88,219,100,100,3
20150513220133,-100.95304,30.56806,KMAF,T2,104,142,90,100,2.25
20150513220133,-101.5413,30.20968,KMAF,R1,109,162,100,100,3.5
20150513220450,-100.95304,30.56806,KMAF,T2,104,142,90,100,2
20150513220450,-101.53547,30.19376,KMAF,R1,110,162,100,100,3.5
20150513220536,-101.03204,28.78969,KDFX,M1,49,234,100,100,2.75
20150513220536,-101.5285,30.20978,KDFX,R1,86,311,100,100,2.75
20150513220629,-101.53407,30.20841,KSJT,C8,88,218,100,100,3
20150513220807,-100.91339,30.57355,KMAF,T2,105,141,90,100,2
20150513220807,-101.53547,30.19376,KMAF,R1,110,162,100,100,3.5
20150513221044,-101.03738,28.76812,KDFX,M1,50,233,100,100,2.5
20150513221044,-101.5285,30.20978,KDFX,R1,86,311,100,100,2.5
20150513221126,-100.90143,30.56045,KMAF,T2,106,141,90,100,2
20150513221126,-101.53547,30.19376,KMAF,R1,110,162,100,100,3.25
20150513221138,-101.51046,30.19298,KSJT,C8,88,217,100,100,2.5
20150513221352,-100.24662,32.21504,KLBB,Y0,117,137,90,100,1.75
20150513221444,-101.53547,30.19376,KMAF,R1,110,162,100,100,2.5
20150513221551,-101.53215,30.17994,KDFX,R1,85,310,90,100,2.25
20150513221551,-101.03738,28.76812,KDFX,M1,50,233,100,100,2.75
20150513221647,-101.51046,30.19298,KSJT,C8,88,217,90,100,2
20150513221802,-101.49425,30.18791,KMAF,R1,111,161,100,100,2.25
20150513222100,-101.01684,28.74525,KDFX,M1,50,231,100,100,2.75
20150513222119,-101.49425,30.18791,KMAF,R1,111,161,90,100,2
20150513222241,-99.12473,27.87483,KCRP,O1,86,274,100,100,2.75
20150513222241,-99.12473,27.87483,KCRP,O1,86,274,100,100,2.75
20150513222437,-101.52964,30.17783,KMAF,R1,111,162,90,100,2
20150513222608,-99.13064,27.86208,KDFX,L3,104,144,90,100,2.25
20150513222608,-101.1694,28.70045,KDFX,K5,58,234,90,100,2.25
20150513222608,-100.99178,28.74488,KDFX,M1,49,230,100,100,2.75
20150513223115,-101.82814,30.10512,KDFX,P8,95,302,90,100,2.25
20150513223115,-99.09184,27.86643,KDFX,L3,105,143,90,100,2.25
20150513223115,-101.81545,30.09995,KMAF,M4,112,170,100,100,2.25
20150513223115,-101.03512,28.71242,KDFX,M1,52,230,100,100,2.5
20150513223218,-101.80325,30.09805,KSJT,M3,102,222,100,100,2.25
20150513223305,-99.12341,27.86987,KEWX,M9,124,208,90,100,2.25
20150513223432,-101.48197,30.15624,KMAF,R1,113,161,90,100,2
20150513223432,-101.81218,30.08348,KMAF,M4,113,170,100,100,2.25
20150513223623,-101.79529,30.08778,KDFX,P8,93,302,90,100,2.25
20150513223623,-101.50243,30.15873,KDFX,R1,83,310,90,100,2.25
20150513223623,-101.07546,28.70286,KDFX,M1,54,231,90,100,2.25
20150513223732,-101.77737,30.0786,KSJT,M3,102,221,100,100,2.5
20150513223751,-101.48197,30.15624,KMAF,R1,113,161,100,100,2.25
20150513223751,-101.77133,30.07295,KMAF,M4,114,169,100,100,2.75
20150513224110,-101.4397,30.15129,KMAF,R1,114,160,100,100,2.5
20150513224110,-101.80891,30.06701,KMAF,M4,114,170,100,100,3
20150513224130,-99.05836,27.82608,KDFX,L3,108,143,90,100,2.25
20150513224130,-101.45528,30.15563,KDFX,R1,81,311,90,100,2.25
20150513224130,-101.07844,28.67995,KDFX,M1,55,230,100,100,2.75
20150513224130,-101.77887,30.07911,KDFX,P8,92,302,100,100,2.75
20150513224240,-101.7898,30.06586,KSJT,M3,103,221,100,100,2.75
20150513224331,-99.05058,27.83761,KEWX,M9,124,206,90,100,2
20150513224430,-100.73929,30.43753,KMAF,T2,117,140,90,100,2
20150513224430,-101.47583,30.14041,KMAF,R1,114,161,100,100,2.5
20150513224430,-101.77133,30.07295,KMAF,M4,114,169,100,100,3.25
20150513224644,-101.05439,28.65588,KDFX,M1,55,228,90,100,2.25
20150513224644,-99.01861,27.83171,KDFX,L3,109,142,100,100,2.75
20150513224748,-101.4397,30.15129,KMAF,R1,114,160,90,100,1.75
20150513224748,-100.73929,30.43753,KMAF,T2,117,140,100,100,2.25
20150513224748,-101.76774,30.05653,KMAF,M4,115,169,100,100,2.5
20150513224749,-101.7898,30.06586,KSJT,M3,103,221,90,100,2
20150513224749,-100.72049,30.43954,KSJT,R7,57,192,90,100,2
20150513224826,-99.05058,27.83761,KEWX,M9,124,206,90,100,2.25
20150513225106,-101.76415,30.04011,KMAF,M4,116,169,100,100,2.25
20150513225106,-100.69656,30.44658,KMAF,T2,118,139,100,100,2.75
20150513225153,-101.01659,28.62119,KDFX,M1,55,225,90,100,2.25
20150513225426,-100.69656,30.44658,KMAF,T2,118,139,90,100,1.75
20150513225426,-101.76415,30.04011,KMAF,M4,116,169,90,100,2
20150513225707,-99.01861,27.83171,KDFX,L3,109,142,90,100,2.25
20150513225707,-101.01659,28.62119,KDFX,M1,55,225,100,100,3
20150513225814,-99.00593,27.83753,KEWX,M9,123,205,90,100,2.25
20150513230221,-100.99028,28.59905,KDFX,M1,55,223,90,100,2.25
20150513230221,-99.01861,27.83171,KDFX,L3,109,142,90,100,2.25
20150513230308,-99.05058,27.83761,KEWX,M9,124,206,90,100,2
20150513230735,-101.35291,30.07976,KDFX,R1,74,311,90,100,2.25
20150513230735,-101.35655,30.05319,KMAF,R1,121,159,90,100,2.25
20150513230802,-99.00593,27.83753,KEWX,M9,123,205,90,100,2.25
20150513230821,-101.32987,30.05336,KSJT,C8,90,209,100,100,2.5
20150513231052,-101.34981,30.03754,KMAF,R1,122,159,100,100,2.75
20150513231242,-100.93244,28.53411,KDFX,M1,56,218,90,100,2.25
20150513231242,-101.35402,30.05261,KDFX,R1,73,310,90,100,2.25
20150513231329,-101.32987,30.05336,KSJT,C8,90,209,90,100,2.25
20150513231409,-101.34981,30.03754,KMAF,R1,122,159,100,100,2.5
20150513231725,-101.34981,30.03754,KMAF,R1,122,159,100,100,2.5
20150513231802,-100.23873,33.73598,KLBB,X2,79,86,90,100,1.75
20150513231811,-101.3392,30.04199,KDFX,R1,72,310,90,100,2
20150513231837,-101.32987,30.05336,KSJT,C8,90,209,90,100,2
20150513232042,-101.30461,30.03477,KMAF,R1,123,158,90,100,2
20150513232340,-100.89337,28.4682,KDFX,M1,58,214,90,100,2.25
20150513232344,-101.31215,30.0262,KSJT,C8,91,208,90,100,2
20150513232400,-101.30461,30.03477,KMAF,R1,123,158,90,100,2.25
20150513232640,-98.95814,27.79888,KCRP,B0,77,271,90,100,2.25
